"","aarmnd","bransje_grov","fylkesnavn","stilling_kilde_id","ainfo","kafka"
"411",202006,"Bygg og anlegg","38 Telemark og Vestfold",42,98,62
"412",202006,"Bygg og anlegg","38 Telemark og Vestfold",45,190,197
"413",202006,"Bygg og anlegg","42 Agder",42,51,48
"414",202006,"Bygg og anlegg","42 Agder",45,68,67
"415",202006,"Bygg og anlegg","46 Vestland",42,47,43
"416",202006,"Bygg og anlegg","46 Vestland",45,566,563
"417",202006,"Bygg og anlegg","50 Trøndelag",42,137,139
"418",202006,"Bygg og anlegg","50 Trøndelag",45,420,426
"419",202006,"Bygg og anlegg","54 Finnmark og Troms",42,37,36
"420",202006,"Bygg og anlegg","54 Finnmark og Troms",45,144,143
"421",202006,"Helse, pleie og omsorg","03 Oslo",42,4,9
"422",202006,"Helse, pleie og omsorg","03 Oslo",45,1059,1098
"423",202006,"Helse, pleie og omsorg","11 Rogaland",42,17,12
"424",202006,"Helse, pleie og omsorg","11 Rogaland",45,574,556
"425",202006,"Helse, pleie og omsorg","15 Møre og Romsdal",42,1,1
"426",202006,"Helse, pleie og omsorg","15 Møre og Romsdal",45,308,293
"427",202006,"Helse, pleie og omsorg","18 Nordland",42,26,26
"428",202006,"Helse, pleie og omsorg","18 Nordland",45,400,400
"429",202006,"Helse, pleie og omsorg","30 Viken",42,53,53
"430",202006,"Helse, pleie og omsorg","30 Viken",45,1352,1279
"431",202006,"Helse, pleie og omsorg","34 Innlandet",42,17,15
"432",202006,"Helse, pleie og omsorg","34 Innlandet",45,368,352
"433",202006,"Helse, pleie og omsorg","38 Telemark og Vestfold",42,27,27
"434",202006,"Helse, pleie og omsorg","38 Telemark og Vestfold",45,435,410
"435",202006,"Helse, pleie og omsorg","42 Agder",42,21,21
"436",202006,"Helse, pleie og omsorg","42 Agder",45,266,265
"437",202006,"Helse, pleie og omsorg","46 Vestland",42,20,20
"438",202006,"Helse, pleie og omsorg","46 Vestland",45,780,714
"439",202006,"Helse, pleie og omsorg","50 Trøndelag",42,35,33
"440",202006,"Helse, pleie og omsorg","50 Trøndelag",45,625,525
"441",202006,"Helse, pleie og omsorg","54 Finnmark og Troms",42,11,11
"442",202006,"Helse, pleie og omsorg","54 Finnmark og Troms",45,510,506
"443",202006,"Helse, pleie og omsorg","99 øvrige omrøder",45,2,2
"444",202006,"Helse, pleie og omsorg","UKJENT",45,NA,1
"445",202006,"Helse, pleie og omsorg","UTLAND",45,2,NA
"446",202006,"Industriarbeid","03 Oslo",42,15,30
"447",202006,"Industriarbeid","03 Oslo",45,134,125
"448",202006,"Industriarbeid","11 Rogaland",42,161,160
"449",202006,"Industriarbeid","11 Rogaland",45,163,154
"450",202006,"Industriarbeid","15 Møre og Romsdal",42,11,9
"451",202006,"Industriarbeid","15 Møre og Romsdal",45,93,91
"452",202006,"Industriarbeid","18 Nordland",42,26,26
"453",202006,"Industriarbeid","18 Nordland",45,72,70
"454",202006,"Industriarbeid","30 Viken",42,54,59
"455",202006,"Industriarbeid","30 Viken",45,227,231
"456",202006,"Industriarbeid","34 Innlandet",42,30,24
"457",202006,"Industriarbeid","34 Innlandet",45,47,48
"458",202006,"Industriarbeid","38 Telemark og Vestfold",42,81,76
"459",202006,"Industriarbeid","38 Telemark og Vestfold",45,99,109
"460",202006,"Industriarbeid","42 Agder",42,37,37
"461",202006,"Industriarbeid","42 Agder",45,53,85
"462",202006,"Industriarbeid","46 Vestland",42,37,34
"463",202006,"Industriarbeid","46 Vestland",45,174,181
"464",202006,"Industriarbeid","50 Trøndelag",42,111,116
"465",202006,"Industriarbeid","50 Trøndelag",45,159,151
"466",202006,"Industriarbeid","54 Finnmark og Troms",42,67,63
"467",202006,"Industriarbeid","54 Finnmark og Troms",45,68,65
"468",202006,"Industriarbeid","99 øvrige omrøder",45,5,5
"469",202006,"Ingen yrkesbakgrunn eller uoppgitt","03 Oslo",42,7,7
"470",202006,"Ingen yrkesbakgrunn eller uoppgitt","03 Oslo",45,4,4
"471",202006,"Ingen yrkesbakgrunn eller uoppgitt","11 Rogaland",42,2,2
"472",202006,"Ingen yrkesbakgrunn eller uoppgitt","15 Møre og Romsdal",42,9,8
"473",202006,"Ingen yrkesbakgrunn eller uoppgitt","18 Nordland",42,19,17
"474",202006,"Ingen yrkesbakgrunn eller uoppgitt","18 Nordland",45,1,1
"475",202006,"Ingen yrkesbakgrunn eller uoppgitt","30 Viken",42,65,70
"476",202006,"Ingen yrkesbakgrunn eller uoppgitt","30 Viken",45,4,4
"477",202006,"Ingen yrkesbakgrunn eller uoppgitt","34 Innlandet",42,13,7
"478",202006,"Ingen yrkesbakgrunn eller uoppgitt","34 Innlandet",45,1,1
"479",202006,"Ingen yrkesbakgrunn eller uoppgitt","38 Telemark og Vestfold",42,47,47
"480",202006,"Ingen yrkesbakgrunn eller uoppgitt","38 Telemark og Vestfold",45,1,1
"481",202006,"Ingen yrkesbakgrunn eller uoppgitt","42 Agder",42,45,42
"482",202006,"Ingen yrkesbakgrunn eller uoppgitt","46 Vestland",42,14,14
"483",202006,"Ingen yrkesbakgrunn eller uoppgitt","46 Vestland",45,5,5
"484",202006,"Ingen yrkesbakgrunn eller uoppgitt","50 Trøndelag",42,21,19
"485",202006,"Ingen yrkesbakgrunn eller uoppgitt","54 Finnmark og Troms",42,11,9
"486",202006,"Ingen yrkesbakgrunn eller uoppgitt","UKJENT",42,NA,1
"487",202006,"Ingeni?r- og ikt-fag","03 Oslo",42,12,13
"488",202006,"Ingeni?r- og ikt-fag","03 Oslo",45,651,666
"489",202006,"Ingeni?r- og ikt-fag","11 Rogaland",42,7,7
"490",202006,"Ingeni?r- og ikt-fag","11 Rogaland",45,313,313
"491",202006,"Ingeni?r- og ikt-fag","15 Møre og Romsdal",42,4,4
"492",202006,"Ingeni?r- og ikt-fag","15 Møre og Romsdal",45,95,102
"493",202006,"Ingeni?r- og ikt-fag","18 Nordland",42,8,8
"494",202006,"Ingeni?r- og ikt-fag","18 Nordland",45,55,54
"495",202006,"Ingeni?r- og ikt-fag","30 Viken",42,19,18
"496",202006,"Ingeni?r- og ikt-fag","30 Viken",45,454,459
"497",202006,"Ingeni?r- og ikt-fag","34 Innlandet",42,3,3
"498",202006,"Ingeni?r- og ikt-fag","34 Innlandet",45,53,52
"499",202006,"Ingeni?r- og ikt-fag","38 Telemark og Vestfold",42,15,15
"500",202006,"Ingeni?r- og ikt-fag","38 Telemark og Vestfold",45,97,94
"501",202006,"Ingeni?r- og ikt-fag","42 Agder",42,8,8
"502",202006,"Ingeni?r- og ikt-fag","42 Agder",45,55,53
"503",202006,"Ingeni?r- og ikt-fag","46 Vestland",42,16,16
"504",202006,"Ingeni?r- og ikt-fag","46 Vestland",45,265,257
"505",202006,"Ingeni?r- og ikt-fag","50 Trøndelag",42,22,21
"506",202006,"Ingeni?r- og ikt-fag","50 Trøndelag",45,204,199
"507",202006,"Ingeni?r- og ikt-fag","54 Finnmark og Troms",42,3,3
"508",202006,"Ingeni?r- og ikt-fag","54 Finnmark og Troms",45,114,110
"509",202006,"Ingeni?r- og ikt-fag","99 øvrige omrøder",45,3,3
"510",202006,"Ingeni?r- og ikt-fag","UKJENT",45,NA,1
"511",202006,"Jordbruk, skogbruk og fiske","03 Oslo",42,NA,1
"512",202006,"Jordbruk, skogbruk og fiske","03 Oslo",45,20,18
"513",202006,"Jordbruk, skogbruk og fiske","11 Rogaland",42,10,10
"514",202006,"Jordbruk, skogbruk og fiske","11 Rogaland",45,8,8
"515",202006,"Jordbruk, skogbruk og fiske","15 Møre og Romsdal",42,10,10
"516",202006,"Jordbruk, skogbruk og fiske","15 Møre og Romsdal",45,44,44
"517",202006,"Jordbruk, skogbruk og fiske","18 Nordland",42,11,10
"518",202006,"Jordbruk, skogbruk og fiske","18 Nordland",45,24,25
"519",202006,"Jordbruk, skogbruk og fiske","30 Viken",42,35,35
"520",202006,"Jordbruk, skogbruk og fiske","30 Viken",45,24,28
"521",202006,"Jordbruk, skogbruk og fiske","34 Innlandet",42,15,15
"522",202006,"Jordbruk, skogbruk og fiske","34 Innlandet",45,7,7
"523",202006,"Jordbruk, skogbruk og fiske","38 Telemark og Vestfold",42,13,12
"524",202006,"Jordbruk, skogbruk og fiske","38 Telemark og Vestfold",45,13,13
"525",202006,"Jordbruk, skogbruk og fiske","42 Agder",42,1,1
"526",202006,"Jordbruk, skogbruk og fiske","46 Vestland",42,8,8
"527",202006,"Jordbruk, skogbruk og fiske","46 Vestland",45,86,86
"528",202006,"Jordbruk, skogbruk og fiske","50 Trøndelag",42,39,38
"529",202006,"Jordbruk, skogbruk og fiske","50 Trøndelag",45,21,21
"530",202006,"Jordbruk, skogbruk og fiske","54 Finnmark og Troms",42,16,16
"531",202006,"Jordbruk, skogbruk og fiske","54 Finnmark og Troms",45,11,12
"532",202006,"Kontorarbeid","03 Oslo",42,41,41
"533",202006,"Kontorarbeid","03 Oslo",45,315,302
"534",202006,"Kontorarbeid","11 Rogaland",42,29,29
"535",202006,"Kontorarbeid","11 Rogaland",45,107,96
"536",202006,"Kontorarbeid","15 Møre og Romsdal",42,7,7
"537",202006,"Kontorarbeid","15 Møre og Romsdal",45,38,37
"538",202006,"Kontorarbeid","18 Nordland",42,11,10
"539",202006,"Kontorarbeid","18 Nordland",45,45,44
"540",202006,"Kontorarbeid","30 Viken",42,43,42
"541",202006,"Kontorarbeid","30 Viken",45,237,227
"542",202006,"Kontorarbeid","34 Innlandet",42,14,14
"543",202006,"Kontorarbeid","34 Innlandet",45,60,56
"544",202006,"Kontorarbeid","38 Telemark og Vestfold",42,60,60
"545",202006,"Kontorarbeid","38 Telemark og Vestfold",45,75,93
"546",202006,"Kontorarbeid","42 Agder",42,20,20
"547",202006,"Kontorarbeid","42 Agder",45,55,54
"548",202006,"Kontorarbeid","46 Vestland",42,31,31
"549",202006,"Kontorarbeid","46 Vestland",45,135,131
"550",202006,"Kontorarbeid","50 Trøndelag",42,22,21
"551",202006,"Kontorarbeid","50 Trøndelag",45,73,71
"552",202006,"Kontorarbeid","54 Finnmark og Troms",42,22,22
"553",202006,"Kontorarbeid","54 Finnmark og Troms",45,51,52
"554",202006,"Ledere","03 Oslo",42,1,1
"555",202006,"Ledere","03 Oslo",45,219,220
"556",202006,"Ledere","11 Rogaland",45,48,48
"557",202006,"Ledere","15 Møre og Romsdal",42,1,1
"558",202006,"Ledere","15 Møre og Romsdal",45,66,66
"559",202006,"Ledere","18 Nordland",45,26,27
"560",202006,"Ledere","30 Viken",45,104,109
"561",202006,"Ledere","34 Innlandet",45,26,25
"562",202006,"Ledere","38 Telemark og Vestfold",42,1,1
"563",202006,"Ledere","38 Telemark og Vestfold",45,34,39
"564",202006,"Ledere","42 Agder",45,14,13
"565",202006,"Ledere","46 Vestland",45,69,78
"566",202006,"Ledere","50 Trøndelag",42,1,1
"567",202006,"Ledere","50 Trøndelag",45,47,46
"568",202006,"Ledere","54 Finnmark og Troms",42,2,2
"569",202006,"Ledere","54 Finnmark og Troms",45,29,30
"570",202006,"Meglere og konsulenter","03 Oslo",42,2,2
"571",202006,"Meglere og konsulenter","03 Oslo",45,375,370
"572",202006,"Meglere og konsulenter","11 Rogaland",42,2,2
"573",202006,"Meglere og konsulenter","11 Rogaland",45,91,90
"574",202006,"Meglere og konsulenter","15 Møre og Romsdal",42,1,1
"575",202006,"Meglere og konsulenter","15 Møre og Romsdal",45,73,72
"576",202006,"Meglere og konsulenter","18 Nordland",42,1,1
"577",202006,"Meglere og konsulenter","18 Nordland",45,39,38
"578",202006,"Meglere og konsulenter","30 Viken",42,11,11
"579",202006,"Meglere og konsulenter","30 Viken",45,171,170
"580",202006,"Meglere og konsulenter","34 Innlandet",42,2,2
"581",202006,"Meglere og konsulenter","34 Innlandet",45,67,63
"582",202006,"Meglere og konsulenter","38 Telemark og Vestfold",42,12,12
"583",202006,"Meglere og konsulenter","38 Telemark og Vestfold",45,43,43
"584",202006,"Meglere og konsulenter","42 Agder",42,2,2
"585",202006,"Meglere og konsulenter","42 Agder",45,34,33
"586",202006,"Meglere og konsulenter","46 Vestland",42,10,10
"587",202006,"Meglere og konsulenter","46 Vestland",45,106,103
"588",202006,"Meglere og konsulenter","50 Trøndelag",42,13,13
"589",202006,"Meglere og konsulenter","50 Trøndelag",45,78,77
"590",202006,"Meglere og konsulenter","54 Finnmark og Troms",42,1,1
"591",202006,"Meglere og konsulenter","54 Finnmark og Troms",45,46,45
"592",202006,"Meglere og konsulenter","99 øvrige omrøder",45,1,1
"593",202006,"Reiseliv og transport","03 Oslo",42,11,15
"594",202006,"Reiseliv og transport","03 Oslo",45,271,280
"595",202006,"Reiseliv og transport","11 Rogaland",42,23,23
"596",202006,"Reiseliv og transport","11 Rogaland",45,98,104
"597",202006,"Reiseliv og transport","15 Møre og Romsdal",42,19,20
"598",202006,"Reiseliv og transport","15 Møre og Romsdal",45,284,283
"599",202006,"Reiseliv og transport","18 Nordland",42,24,23
"600",202006,"Reiseliv og transport","18 Nordland",45,75,74
"601",202006,"Reiseliv og transport","30 Viken",42,112,113
"602",202006,"Reiseliv og transport","30 Viken",45,277,268
"603",202006,"Reiseliv og transport","34 Innlandet",42,38,35
"604",202006,"Reiseliv og transport","34 Innlandet",45,199,206
"605",202006,"Reiseliv og transport","38 Telemark og Vestfold",42,116,120
"606",202006,"Reiseliv og transport","38 Telemark og Vestfold",45,144,142
"607",202006,"Reiseliv og transport","42 Agder",42,76,77
"608",202006,"Reiseliv og transport","42 Agder",45,42,40
"609",202006,"Reiseliv og transport","46 Vestland",42,57,57
"610",202006,"Reiseliv og transport","46 Vestland",45,192,205
"611",202006,"Reiseliv og transport","50 Trøndelag",42,70,70
"612",202006,"Reiseliv og transport","50 Trøndelag",45,128,126
"613",202006,"Reiseliv og transport","54 Finnmark og Troms",42,28,29
"614",202006,"Reiseliv og transport","54 Finnmark og Troms",45,105,105
"615",202006,"Reiseliv og transport","99 øvrige omrøder",45,1,1
"616",202006,"Serviceyrker og annet arbeid","01 østfold",42,NA,1
"617",202006,"Serviceyrker og annet arbeid","03 Oslo",42,9,11
"618",202006,"Serviceyrker og annet arbeid","03 Oslo",45,215,199
"619",202006,"Serviceyrker og annet arbeid","11 Rogaland",42,21,21
"620",202006,"Serviceyrker og annet arbeid","11 Rogaland",45,154,159
"621",202006,"Serviceyrker og annet arbeid","15 Møre og Romsdal",42,22,22
"622",202006,"Serviceyrker og annet arbeid","15 Møre og Romsdal",45,123,117
"623",202006,"Serviceyrker og annet arbeid","18 Nordland",42,25,25
"624",202006,"Serviceyrker og annet arbeid","18 Nordland",45,59,60
"625",202006,"Serviceyrker og annet arbeid","30 Viken",42,79,72
"626",202006,"Serviceyrker og annet arbeid","30 Viken",45,421,414
"627",202006,"Serviceyrker og annet arbeid","34 Innlandet",36,1,NA
"628",202006,"Serviceyrker og annet arbeid","34 Innlandet",42,53,52
"629",202006,"Serviceyrker og annet arbeid","34 Innlandet",45,122,124
"630",202006,"Serviceyrker og annet arbeid","38 Telemark og Vestfold",42,49,51
"631",202006,"Serviceyrker og annet arbeid","38 Telemark og Vestfold",45,135,141
"632",202006,"Serviceyrker og annet arbeid","42 Agder",42,36,38
"633",202006,"Serviceyrker og annet arbeid","42 Agder",45,103,102
"634",202006,"Serviceyrker og annet arbeid","46 Vestland",42,41,41
"635",202006,"Serviceyrker og annet arbeid","46 Vestland",45,244,240
"636",202006,"Serviceyrker og annet arbeid","50 Trøndelag",42,64,64
"637",202006,"Serviceyrker og annet arbeid","50 Trøndelag",45,122,115
"638",202006,"Serviceyrker og annet arbeid","54 Finnmark og Troms",42,24,24
"639",202006,"Serviceyrker og annet arbeid","54 Finnmark og Troms",45,166,163
"640",202006,"Serviceyrker og annet arbeid","99 øvrige omrøder",45,2,2
"641",202006,"Undervisning","03 Oslo",42,3,4
"642",202006,"Undervisning","03 Oslo",45,540,559
"643",202006,"Undervisning","11 Rogaland",42,3,3
"644",202006,"Undervisning","11 Rogaland",45,210,215
"645",202006,"Undervisning","15 Møre og Romsdal",45,146,147
"646",202006,"Undervisning","18 Nordland",45,132,131
"647",202006,"Undervisning","30 Viken",42,8,8
"648",202006,"Undervisning","30 Viken",45,541,534
"649",202006,"Undervisning","34 Innlandet",42,4,4
"650",202006,"Undervisning","34 Innlandet",45,157,159
"651",202006,"Undervisning","38 Telemark og Vestfold",42,3,3
"652",202006,"Undervisning","38 Telemark og Vestfold",45,122,128
"653",202006,"Undervisning","42 Agder",42,2,1
"654",202006,"Undervisning","42 Agder",45,95,95
"655",202006,"Undervisning","46 Vestland",42,7,7
"656",202006,"Undervisning","46 Vestland",45,431,421
"657",202006,"Undervisning","50 Trøndelag",42,3,3
"658",202006,"Undervisning","50 Trøndelag",45,291,278
"659",202006,"Undervisning","54 Finnmark og Troms",42,1,1
"660",202006,"Undervisning","54 Finnmark og Troms",45,252,242
"661",202006,"Undervisning","99 øvrige omrøder",45,1,1
"662",202007,"Akademiske yrker","03 Oslo",45,257,239
"663",202007,"Akademiske yrker","11 Rogaland",45,71,69
"664",202007,"Akademiske yrker","15 Møre og Romsdal",42,1,1
"665",202007,"Akademiske yrker","15 Møre og Romsdal",45,22,23
"666",202007,"Akademiske yrker","18 Nordland",42,1,1
"667",202007,"Akademiske yrker","18 Nordland",45,46,46
"668",202007,"Akademiske yrker","30 Viken",45,134,128
"669",202007,"Akademiske yrker","34 Innlandet",42,2,2
"670",202007,"Akademiske yrker","34 Innlandet",45,52,47
"671",202007,"Akademiske yrker","38 Telemark og Vestfold",42,4,4
"672",202007,"Akademiske yrker","38 Telemark og Vestfold",45,32,30
"673",202007,"Akademiske yrker","42 Agder",42,1,1
"674",202007,"Akademiske yrker","42 Agder",45,41,36
"675",202007,"Akademiske yrker","46 Vestland",45,88,80
"676",202007,"Akademiske yrker","50 Trøndelag",42,7,6
"677",202007,"Akademiske yrker","50 Trøndelag",45,72,67
"678",202007,"Akademiske yrker","54 Finnmark og Troms",42,1,1
"679",202007,"Akademiske yrker","54 Finnmark og Troms",45,57,58
"680",202007,"Akademiske yrker","99 øvrige omrøder",45,1,NA
"681",202007,"Barne- og ungdomsarbeid","03 Oslo",45,48,38
"682",202007,"Barne- og ungdomsarbeid","11 Rogaland",45,12,9
"683",202007,"Barne- og ungdomsarbeid","15 Møre og Romsdal",42,3,3
"684",202007,"Barne- og ungdomsarbeid","15 Møre og Romsdal",45,62,74
"685",202007,"Barne- og ungdomsarbeid","18 Nordland",42,2,2
"686",202007,"Barne- og ungdomsarbeid","18 Nordland",45,17,17
"687",202007,"Barne- og ungdomsarbeid","30 Viken",42,4,4
"688",202007,"Barne- og ungdomsarbeid","30 Viken",45,61,60
"689",202007,"Barne- og ungdomsarbeid","34 Innlandet",42,1,NA
"690",202007,"Barne- og ungdomsarbeid","34 Innlandet",45,20,15
"691",202007,"Barne- og ungdomsarbeid","38 Telemark og Vestfold",42,5,5
"692",202007,"Barne- og ungdomsarbeid","38 Telemark og Vestfold",45,9,9
"693",202007,"Barne- og ungdomsarbeid","42 Agder",42,1,1
"694",202007,"Barne- og ungdomsarbeid","42 Agder",45,8,3
"695",202007,"Barne- og ungdomsarbeid","46 Vestland",42,2,2
"696",202007,"Barne- og ungdomsarbeid","46 Vestland",45,184,183
"697",202007,"Barne- og ungdomsarbeid","50 Trøndelag",42,2,2
"698",202007,"Barne- og ungdomsarbeid","50 Trøndelag",45,8,5
"699",202007,"Barne- og ungdomsarbeid","54 Finnmark og Troms",42,1,1
"700",202007,"Barne- og ungdomsarbeid","54 Finnmark og Troms",45,75,74
"701",202007,"Butikk- og salgsarbeid","03 Oslo",42,8,8
"702",202007,"Butikk- og salgsarbeid","03 Oslo",45,367,370
"703",202007,"Butikk- og salgsarbeid","11 Rogaland",42,11,9
"704",202007,"Butikk- og salgsarbeid","11 Rogaland",45,418,415
"705",202007,"Butikk- og salgsarbeid","15 Møre og Romsdal",42,8,7
"706",202007,"Butikk- og salgsarbeid","15 Møre og Romsdal",45,97,98
"707",202007,"Butikk- og salgsarbeid","18 Nordland",42,14,13
"708",202007,"Butikk- og salgsarbeid","18 Nordland",45,87,89
"709",202007,"Butikk- og salgsarbeid","30 Viken",42,28,25
"710",202007,"Butikk- og salgsarbeid","30 Viken",45,377,376
"711",202007,"Butikk- og salgsarbeid","34 Innlandet",42,17,17
"712",202007,"Butikk- og salgsarbeid","34 Innlandet",45,81,80
"713",202007,"Butikk- og salgsarbeid","38 Telemark og Vestfold",42,38,38
"714",202007,"Butikk- og salgsarbeid","38 Telemark og Vestfold",45,122,138
"715",202007,"Butikk- og salgsarbeid","42 Agder",42,16,15
"716",202007,"Butikk- og salgsarbeid","42 Agder",45,66,66
"717",202007,"Butikk- og salgsarbeid","46 Vestland",42,14,12
"718",202007,"Butikk- og salgsarbeid","46 Vestland",45,615,617
"719",202007,"Butikk- og salgsarbeid","50 Trøndelag",42,28,26
"720",202007,"Butikk- og salgsarbeid","50 Trøndelag",45,134,134
"721",202007,"Butikk- og salgsarbeid","54 Finnmark og Troms",42,13,13
"722",202007,"Butikk- og salgsarbeid","54 Finnmark og Troms",45,99,96
"723",202007,"Bygg og anlegg","03 Oslo",42,40,40
"724",202007,"Bygg og anlegg","03 Oslo",45,388,340
"725",202007,"Bygg og anlegg","11 Rogaland",42,33,33
"726",202007,"Bygg og anlegg","11 Rogaland",45,227,221
"727",202007,"Bygg og anlegg","15 Møre og Romsdal",42,11,6
"728",202007,"Bygg og anlegg","15 Møre og Romsdal",45,100,98
"729",202007,"Bygg og anlegg","18 Nordland",42,4,4
"730",202007,"Bygg og anlegg","18 Nordland",45,42,42
"731",202007,"Bygg og anlegg","30 Viken",42,12,13
"732",202007,"Bygg og anlegg","30 Viken",45,270,299
"733",202007,"Bygg og anlegg","34 Innlandet",42,4,4
"734",202007,"Bygg og anlegg","34 Innlandet",45,77,80
"735",202007,"Bygg og anlegg","38 Telemark og Vestfold",42,29,28
"736",202007,"Bygg og anlegg","38 Telemark og Vestfold",45,84,89
"737",202007,"Bygg og anlegg","42 Agder",42,13,12
"738",202007,"Bygg og anlegg","42 Agder",45,27,20
"739",202007,"Bygg og anlegg","46 Vestland",42,89,94
"740",202007,"Bygg og anlegg","46 Vestland",45,229,222
"741",202007,"Bygg og anlegg","50 Trøndelag",42,45,45
"742",202007,"Bygg og anlegg","50 Trøndelag",45,260,267
"743",202007,"Bygg og anlegg","54 Finnmark og Troms",42,9,9
"744",202007,"Bygg og anlegg","54 Finnmark og Troms",45,118,114
"745",202007,"Helse, pleie og omsorg","03 Oslo",42,2,2
"746",202007,"Helse, pleie og omsorg","03 Oslo",45,561,549
"747",202007,"Helse, pleie og omsorg","11 Rogaland",42,3,3
"748",202007,"Helse, pleie og omsorg","11 Rogaland",45,273,256
"749",202007,"Helse, pleie og omsorg","15 Møre og Romsdal",42,7,7
"750",202007,"Helse, pleie og omsorg","15 Møre og Romsdal",45,246,234
"751",202007,"Helse, pleie og omsorg","18 Nordland",42,7,7
"752",202007,"Helse, pleie og omsorg","18 Nordland",45,282,277
"753",202007,"Helse, pleie og omsorg","30 Viken",42,67,62
"754",202007,"Helse, pleie og omsorg","30 Viken",45,702,679
"755",202007,"Helse, pleie og omsorg","34 Innlandet",42,15,13
"756",202007,"Helse, pleie og omsorg","34 Innlandet",45,251,227
"757",202007,"Helse, pleie og omsorg","38 Telemark og Vestfold",42,15,14
"758",202007,"Helse, pleie og omsorg","38 Telemark og Vestfold",45,199,181
"759",202007,"Helse, pleie og omsorg","42 Agder",42,1,1
"760",202007,"Helse, pleie og omsorg","42 Agder",45,114,109
"761",202007,"Helse, pleie og omsorg","46 Vestland",42,3,3
"762",202007,"Helse, pleie og omsorg","46 Vestland",45,430,361
"763",202007,"Helse, pleie og omsorg","50 Trøndelag",42,22,21
"764",202007,"Helse, pleie og omsorg","50 Trøndelag",45,319,277
"765",202007,"Helse, pleie og omsorg","54 Finnmark og Troms",42,13,12
"766",202007,"Helse, pleie og omsorg","54 Finnmark og Troms",45,294,285
"767",202007,"Helse, pleie og omsorg","99 øvrige omrøder",45,1,1
"768",202007,"Industriarbeid","03 Oslo",42,4,4
"769",202007,"Industriarbeid","03 Oslo",45,77,76
"770",202007,"Industriarbeid","11 Rogaland",42,14,14
"771",202007,"Industriarbeid","11 Rogaland",45,145,150
"772",202007,"Industriarbeid","15 Møre og Romsdal",42,16,16
"773",202007,"Industriarbeid","15 Møre og Romsdal",45,52,54
"774",202007,"Industriarbeid","18 Nordland",42,14,13
"775",202007,"Industriarbeid","18 Nordland",45,14,15
"776",202007,"Industriarbeid","30 Viken",42,18,17
"777",202007,"Industriarbeid","30 Viken",45,116,112
"778",202007,"Industriarbeid","34 Innlandet",42,17,17
"779",202007,"Industriarbeid","34 Innlandet",45,35,35
"780",202007,"Industriarbeid","38 Telemark og Vestfold",42,33,33
"781",202007,"Industriarbeid","38 Telemark og Vestfold",45,51,42
"782",202007,"Industriarbeid","42 Agder",42,11,11
"783",202007,"Industriarbeid","42 Agder",45,26,25
"784",202007,"Industriarbeid","46 Vestland",36,1,NA
"785",202007,"Industriarbeid","46 Vestland",42,41,41
"786",202007,"Industriarbeid","46 Vestland",45,117,108
"787",202007,"Industriarbeid","50 Trøndelag",42,96,98
"788",202007,"Industriarbeid","50 Trøndelag",45,85,84
"789",202007,"Industriarbeid","54 Finnmark og Troms",42,15,13
"790",202007,"Industriarbeid","54 Finnmark og Troms",45,34,31
"791",202007,"Industriarbeid","UTLAND",36,4,NA
"792",202007,"Ingen yrkesbakgrunn eller uoppgitt","03 Oslo",42,8,9
"793",202007,"Ingen yrkesbakgrunn eller uoppgitt","03 Oslo",45,1,NA
"794",202007,"Ingen yrkesbakgrunn eller uoppgitt","15 Møre og Romsdal",42,4,5
"795",202007,"Ingen yrkesbakgrunn eller uoppgitt","15 Møre og Romsdal",45,1,1
"796",202007,"Ingen yrkesbakgrunn eller uoppgitt","18 Nordland",42,12,9
"797",202007,"Ingen yrkesbakgrunn eller uoppgitt","30 Viken",42,20,16
"798",202007,"Ingen yrkesbakgrunn eller uoppgitt","30 Viken",45,4,4
"799",202007,"Ingen yrkesbakgrunn eller uoppgitt","34 Innlandet",42,9,10
"800",202007,"Ingen yrkesbakgrunn eller uoppgitt","38 Telemark og Vestfold",42,25,23
"801",202007,"Ingen yrkesbakgrunn eller uoppgitt","42 Agder",42,2,3
"802",202007,"Ingen yrkesbakgrunn eller uoppgitt","46 Vestland",42,15,15
"803",202007,"Ingen yrkesbakgrunn eller uoppgitt","50 Trøndelag",42,16,13
"804",202007,"Ingen yrkesbakgrunn eller uoppgitt","50 Trøndelag",45,NA,1
"805",202007,"Ingen yrkesbakgrunn eller uoppgitt","54 Finnmark og Troms",42,14,14
"806",202007,"Ingeni?r- og ikt-fag","03 Oslo",42,2,2
"807",202007,"Ingeni?r- og ikt-fag","03 Oslo",45,570,554
"808",202007,"Ingeni?r- og ikt-fag","11 Rogaland",42,3,3
"809",202007,"Ingeni?r- og ikt-fag","11 Rogaland",45,209,213
"810",202007,"Ingeni?r- og ikt-fag","15 Møre og Romsdal",42,1,2
"811",202007,"Ingeni?r- og ikt-fag","15 Møre og Romsdal",45,24,26
"812",202007,"Ingeni?r- og ikt-fag","18 Nordland",42,1,1
"813",202007,"Ingeni?r- og ikt-fag","18 Nordland",45,57,53
"814",202007,"Ingeni?r- og ikt-fag","30 Viken",42,16,15
"815",202007,"Ingeni?r- og ikt-fag","30 Viken",45,289,285
"816",202007,"Ingeni?r- og ikt-fag","34 Innlandet",42,2,2
"817",202007,"Ingeni?r- og ikt-fag","34 Innlandet",45,55,52
"818",202007,"Ingeni?r- og ikt-fag","38 Telemark og Vestfold",42,7,7
"819",202007,"Ingeni?r- og ikt-fag","38 Telemark og Vestfold",45,42,39
